Speed_Diff,Attack_Diff,Defense_Diff,Sp. Atk_Diff,Sp. Def_Diff,HP_Diff,Type_Win_Score,p1_win
-85,5,50,35,15,30,0.0,0
17,-20,20,30,35,8,0.0,0
50,70,30,70,30,45,0.0,1
-37,20,25,-20,5,22,0.0,0
-72,-26,41,-91,31,12,0.0,0
54,38,-3,26,1,63,0.0,0
-11,12,40,14,-7,8,0.0,0
-30,5,-25,70,-35,20,0.0,0
-24,-31,-13,-16,7,17,0.0,0
0,-50,-30,-119,-99,-40,0.0,0
-58,-30,-26,-70,-46,-30,0.0,0
-11,10,-2,-35,-2,10,0.0,0
-10,20,-10,-16,-56,-30,0.0,0
-85,-110,-10,-85,-30,-25,0.0,0
3,30,-28,-20,-55,-35,0.0,1
65,84,6,106,-6,-5,0.0,1
40,70,0,20,-100,70,0.0,1
28,-5,-120,4,-2,-10,0.0,1
52,45,16,56,32,40,-1.5,1
34,71,65,51,48,81,0.0,1
-36,22,83,-13,83,-19,0.0,0
70,30,20,20,30,30,0.0,1
-3,68,33,-7,10,39,1.0,0
5,-95,-195,-30,-40,-30,0.0,0
45,-29,-71,56,-21,56,-1.5,0
23,42,-25,22,-70,-15,0.0,1
31,117,52,67,42,75,0.0,1
-15,27,52,18,44,17,0.0,0
29,-9,15,61,0,5,0.0,1
-35,-7,13,-62,8,15,0.0,0
-17,-23,-23,-40,-41,-60,0.0,1
-31,-23,21,-5,38,0,0.0,0
-21,-2,25,0,24,-6,0.0,0
66,5,-20,-17,-53,5,0.0,1
110,40,-110,125,-35,-65,0.0,1
5,-25,-35,-10,-15,-52,0.0,1
35,60,70,40,25,45,0.0,1
60,108,55,25,75,22,0.0,1
-40,-70,-25,10,-20,-15,0.0,0
33,114,102,68,54,62,0.0,1
35,15,-105,-20,35,10,0.0,1
35,54,-15,50,20,31,0.0,1
80,5,-35,5,20,25,0.0,1
-3,-35,-22,-17,-41,-83,0.0,0
-30,-125,-75,-50,-10,-80,0.0,0
-25,-103,-45,-17,5,-60,0.0,0
-22,-58,-25,-115,-80,-20,0.0,0
40,83,42,39,44,38,0.0,1
-1,-24,56,15,56,33,0.0,0
37,15,2,13,6,2,0.0,1
31,47,12,30,31,29,0.0,1
6,-65,27,35,47,-60,0.0,1
13,23,0,120,90,34,0.0,0
25,19,23,50,25,18,0.0,1
80,5,-130,105,25,5,0.0,1
-15,34,-1,51,11,1,0.0,0
-52,-8,12,-64,-32,-8,0.0,0
43,-67,17,51,37,0,0.0,1
38,24,-14,-21,-39,-39,0.0,1
5,90,90,95,70,60,0.0,1
-45,-40,-25,-15,-15,10,0.0,0
25,10,75,25,30,30,0.0,1
61,128,30,153,130,55,0.0,1
5,65,-45,85,5,5,0.0,1
11,20,29,-20,60,5,0.0,1
18,-26,-24,-41,-24,-64,0.0,0
-10,50,85,10,55,15,0.0,0
-4,64,8,64,8,40,0.0,0
15,20,-10,30,0,-15,0.0,1
-20,0,5,-35,5,-10,-1.0,0
-4,-11,-5,39,2,-1,0.0,0
85,40,0,-50,20,0,0.0,1
-8,-2,55,16,91,28,0.0,0
-25,-80,20,-15,20,35,0.0,0
25,-35,15,-15,75,-75,0.0,1
-15,-20,30,10,35,80,0.0,0
-25,13,13,20,15,4,0.0,0
53,2,-41,-30,1,20,0.0,1
21,15,39,38,65,55,1.5,1
0,3,28,45,48,48,0.0,0
30,20,65,30,-10,20,0.0,1
5,-5,-25,-70,15,-25,0.0,1
-46,0,-7,-60,-82,-20,-1.0,0
-13,8,-8,-68,-59,-40,0.0,0
-50,97,75,32,70,60,0.0,1
-50,-10,10,0,0,40,0.0,0
44,60,40,48,42,26,0.0,1
11,-13,22,38,-7,-51,1.0,1
38,-46,-39,9,-39,-24,-1.5,1
10,70,60,10,50,70,0.0,1
61,18,-20,23,-15,-36,0.0,1
75,8,-35,-22,-40,-20,-1.5,0
38,17,-10,-8,-27,-20,0.0,1
-95,33,20,50,15,49,1.0,0
23,-1,35,82,15,26,0.0,1
2,-50,-45,25,-90,-35,0.0,1
-75,-5,-20,15,-20,-25,0.0,0
-28,0,4,-40,-16,0,0.0,0
-19,10,-3,-8,-3,15,0.0,0
15,-10,-10,0,25,-10,0.0,1
5,10,15,45,10,-15,0.0,1
-54,12,50,-3,45,29,0.0,0
18,50,53,45,25,44,0.0,1
-24,-10,20,-5,20,5,0.0,0
56,-2,-72,33,-72,30,0.0,1
-80,77,35,77,10,15,0.0,1
25,105,65,66,55,60,0.0,1
70,55,-35,80,10,10,0.0,1
-5,65,15,-55,5,28,0.0,0
-15,13,7,-40,-15,-10,-1.0,0
-10,15,-10,5,20,5,0.0,0
-45,-50,-34,-30,-44,-25,0.0,0
25,-25,20,20,30,-5,0.0,1
-60,-55,55,-35,5,-30,0.0,0
5,-25,-9,20,6,0,0.0,1
25,25,-50,25,-50,-75,0.0,1
-18,-48,-80,-90,-75,-44,1.0,0
-10,-35,0,-20,-30,15,0.0,0
-10,50,60,-5,-5,45,0.0,0
20,-12,-88,-6,-32,30,0.0,1
-20,57,5,48,35,0,1.0,0
-5,2,-29,35,-24,-5,-1.5,0
47,9,55,27,85,64,0.0,1
58,72,31,-1,-19,16,0.0,1
-40,-65,-40,-75,-40,-45,0.0,0
-13,-12,43,43,38,40,0.0,0
-35,-40,-20,20,-25,15,0.0,0
5,-60,-120,-55,-50,-30,1.0,1
45,7,45,30,45,10,0.0,1
-40,0,5,-40,-40,-8,0.0,0
-20,-7,-27,-78,-78,-50,0.0,0
-20,60,0,-20,-80,15,0.0,1
20,-43,-22,40,30,-25,0.0,1
-55,15,35,-30,-20,-5,0.0,0
-4,19,5,19,60,0,0.0,0
5,-25,5,45,5,-25,0.0,1
53,0,-43,-30,-55,-50,-1.5,0
-34,-14,-62,-8,2,-13,0.0,0
-18,61,-46,16,-1,78,0.0,1
-45,-75,-45,-25,-10,0,1.0,0
5,20,-75,25,-45,10,0.0,1
-45,95,75,-15,0,85,-1.0,1
-19,-19,20,-11,5,9,0.0,1
45,-73,-50,-88,-55,-20,-1.0,0
20,65,70,0,65,70,0.0,1
-14,-29,-25,37,-25,-30,0.0,0
-40,50,15,80,-25,35,0.0,0
-40,0,10,-35,-10,20,0.0,0
55,45,50,60,45,40,0.0,1
70,-20,5,80,70,-15,0.0,1
-40,-90,-40,-95,-40,-40,0.0,0
59,-5,-34,49,8,-41,0.0,1
55,15,0,75,115,30,0.0,1
-55,-3,23,-25,-15,45,1.0,1
-72,-35,-15,-20,-5,-48,0.0,0
-34,-82,-41,-17,-25,-46,0.0,0
12,7,-14,-46,-14,-4,0.0,1
20,-15,-85,-15,-25,-12,0.0,1
5,-25,-64,5,-14,3,0.0,1
40,105,30,105,25,-55,0.0,1
31,22,2,43,-12,-16,0.0,1
80,60,20,25,40,30,0.0,1
5,-5,35,35,50,10,0.0,1
-18,-140,-56,-10,-66,-50,0.0,0
10,-10,-20,-55,20,-8,0.0,1
40,45,30,100,20,50,0.0,1
30,27,15,20,30,28,0.0,1
-8,14,15,52,65,39,-1.5,0
60,58,-28,35,40,35,0.0,1
25,35,54,65,4,17,0.0,1
-36,8,13,-15,13,30,0.0,0
29,10,25,57,83,-25,0.0,1
66,-37,-23,7,23,-33,1.0,1
3,30,-29,20,-9,30,0.0,1
60,25,-5,80,60,3,0.0,1
65,110,30,90,-40,60,0.0,1
-19,-1,-20,-21,-17,-12,0.0,0
-5,-15,-15,23,3,4,0.0,0
-16,-20,1,50,-15,80,0.0,0
74,-59,-30,40,-20,-30,0.0,1
-35,-104,-60,-80,-80,-46,0.0,0
64,18,5,48,5,6,0.0,1
15,35,5,5,55,45,0.0,1
-26,28,7,-59,-34,38,0.0,0
50,25,55,-20,10,-25,0.0,1
-10,0,-55,-40,0,20,0.0,0
-20,100,50,70,10,8,0.0,0
22,-8,5,26,34,9,0.0,1
-15,40,34,-57,68,-26,0.0,0
-55,-88,3,-35,20,-5,0.0,0
-20,-6,-5,14,-5,-10,0.0,0
-25,15,28,0,25,27,0.0,0
55,45,35,35,35,95,0.0,1
-31,-84,-55,-20,-35,-55,1.0,0
5,34,66,15,10,-20,0.0,1
70,-65,-165,80,10,10,0.0,0
-50,-56,-35,-70,-30,-39,0.0,0
-17,0,-25,-9,-35,-20,0.0,0
-2,-30,-10,0,0,-48,0.0,0
9,-20,-37,-60,-17,10,0.0,1
29,83,80,8,-20,38,0.0,1
15,-65,5,110,-5,20,0.0,1
-29,31,13,29,-5,25,0.0,0
16,-50,-113,-50,-113,-9,0.0,1
-10,-75,-10,-50,-45,-10,0.0,0
65,30,10,100,90,18,0.0,1
-7,15,-20,-35,-45,-20,0.0,0
-85,45,70,-90,-40,0,0.0,1
20,-50,-75,-34,46,0,0.0,1
20,-75,-5,-2,30,-10,0.0,1
10,35,15,30,35,10,1.5,1
-42,-55,-20,-75,-84,-56,0.0,0
-8,-21,32,14,32,-14,0.0,0
57,-7,35,6,18,-51,0.0,1
-70,-45,30,-55,-70,-18,0.0,0
-10,26,25,10,70,19,0.0,0
-15,20,5,20,0,0,0.0,0
39,83,52,85,57,76,0.0,1
-35,-26,-24,6,-36,-5,0.0,0
66,38,23,33,18,15,-1.5,1
0,55,25,50,20,60,0.0,0
25,-30,-15,60,15,-40,0.0,1
40,45,25,90,90,45,0.0,1
20,70,30,40,80,10,0.0,1
-18,-35,43,5,0,-10,-1.0,0
-79,22,54,-23,49,-34,0.0,0
20,20,-45,5,30,25,0.0,1
65,50,16,0,-4,15,0.0,1
-80,-105,-55,-75,-55,5,0.0,0
53,-8,-62,22,-12,5,0.0,1
-48,-5,-80,-30,-23,-31,0.0,0
56,15,14,20,14,15,0.0,1
-35,-24,-48,-29,-35,-33,0.0,0
27,62,-15,-30,-40,25,0.0,1
0,-40,15,-15,-15,10,0.0,0
-40,-65,-10,-15,-25,-52,0.0,0
-50,-7,-27,-78,-78,-50,0.0,0
15,-11,5,-11,5,-5,0.0,1
4,-40,21,35,25,-5,0.0,1
-20,0,10,-46,-7,-7,0.0,0
-50,-70,-35,-35,-40,-25,0.0,0
-46,-30,8,-45,13,0,0.0,0
-57,35,15,45,10,17,1.5,1
-50,75,63,20,-2,40,0.0,1
-45,-3,-15,13,-35,-10,0.0,0
0,50,-10,5,-20,8,0.0,0
30,5,-26,-25,-21,-15,0.0,1
45,-74,-50,-54,-10,-12,0.0,0
-11,43,69,39,17,24,0.0,0
57,32,42,122,42,-35,0.0,1
-5,13,10,3,10,10,0.0,0
-60,-65,-25,-90,-45,-10,0.0,0
-90,-150,-50,-89,-15,-51,0.0,1
-60,-5,-40,-30,-80,30,1.0,1
42,-65,25,105,75,18,0.0,1
0,-24,23,66,31,-6,1.5,0
-3,-90,-45,-110,-55,-47,0.0,0
-24,-110,-50,-40,-91,-65,0.0,0
-90,-55,185,-65,185,-45,0.0,0
-40,-14,3,31,16,24,0.0,0
48,-12,-105,-9,64,-45,0.0,1
-10,-15,-115,15,-95,-22,0.0,0
55,22,27,45,35,21,0.0,1
18,7,25,80,10,15,0.0,1
65,40,-5,62,5,-5,0.0,1
-22,-40,3,-2,3,-7,0.0,0
-21,0,25,-95,-10,12,0.0,0
59,52,30,5,25,-30,0.0,1
24,-10,20,2,22,31,0.0,1
-42,-80,-5,-50,-5,-20,0.0,0
90,65,-25,114,25,-4,0.0,1
86,32,4,86,46,-33,0.0,1
59,49,-12,-11,-32,2,0.0,1
69,-4,-45,46,-25,10,0.0,1
-40,-85,-55,-100,-50,-85,0.0,0
-15,-55,6,-60,-44,-30,0.0,0
-3,-52,-40,13,5,-60,0.0,0
20,25,35,-15,70,80,0.0,1
-20,3,4,-55,-6,-5,0.0,0
-20,0,-70,15,-5,84,0.0,0
6,-27,-32,-49,-52,-73,1.0,1
-20,90,25,-40,-15,40,0.0,0
65,10,10,90,20,0,0.0,1
18,-15,-18,-8,1,38,0.0,1
35,-2,-5,7,45,20,0.0,1
51,59,12,74,32,46,1.0,1
10,10,50,20,-5,20,1.5,1
-60,-5,-5,-13,-32,-15,0.0,0
11,34,0,-66,17,-58,0.0,0
89,51,-30,-24,-10,10,0.0,1
33,105,81,70,51,70,0.0,1
-5,-5,-28,-5,18,45,-1.0,0
0,-45,-96,-46,-50,-98,0.0,0
-55,-45,-85,-15,-45,-15,0.0,0
-5,-10,-85,-25,-15,15,0.0,0
-38,-15,-45,-35,-45,78,0.0,0
-50,-40,15,50,35,0,0.0,0
-45,-89,-50,-89,-50,-57,0.0,0
14,-18,-50,-15,-45,-15,0.0,1
27,-17,-60,2,-40,0,0.0,1
-55,-10,125,0,10,10,0.0,0
10,-36,-25,-55,-25,-29,0.0,1
-30,-15,-35,-43,-38,-7,0.0,0
5,25,40,40,25,40,0.0,1
65,50,-10,130,60,75,0.0,1
15,22,83,10,25,5,0.0,1
-14,50,-51,-15,-30,20,0.0,0
62,87,32,137,42,-65,0.0,1
0,7,2,4,12,-4,0.0,0
-58,-24,-15,-7,10,14,0.0,0
37,73,45,20,10,35,0.0,1
30,30,65,5,30,5,0.0,1
50,30,55,135,75,20,1.5,1
70,65,10,5,20,-5,0.0,1
-31,-45,-29,0,-50,0,0.0,0
45,-25,0,70,20,-20,-1.5,0
33,-40,10,-18,10,15,0.0,1
-35,-15,80,-90,30,25,0.0,0
62,165,110,105,30,8,0.0,1
55,40,-50,75,15,0,0.0,1
20,15,0,60,-5,0,0.0,1
-15,-20,-150,-15,-65,-10,0.0,0
100,30,-21,56,-16,26,0.0,1
-22,3,50,5,30,-6,0.0,0
-52,85,-10,-15,-20,27,0.0,0
-30,65,75,60,30,40,0.0,1
-20,-70,52,-70,52,10,0.0,0
-9,33,3,-32,-12,15,0.0,0
-20,-60,35,20,35,15,0.0,0
-30,25,56,-40,51,73,0.0,0
-31,18,33,-28,-3,31,0.0,0
12,-27,20,-49,-17,-14,1.5,1
-1,59,30,26,25,21,0.0,0
5,-45,20,25,65,-20,0.0,1
-25,-76,-51,5,-5,-20,0.0,0
-70,-45,-5,-10,20,-20,0.0,0
-20,5,5,40,5,0,0.0,0
-62,22,104,4,-34,-10,0.0,0
-41,27,96,27,26,26,0.0,0
48,17,60,99,60,51,0.0,1
-76,19,129,-24,31,2,0.0,1
40,5,5,5,25,-10,0.0,1
-28,-40,-34,30,43,-6,0.0,0
-36,-65,6,45,-5,5,0.0,0
-19,67,27,7,12,40,0.0,0
-23,20,68,-42,-16,-43,-1.0,0
-50,-15,-20,-25,-45,-35,0.0,0
18,69,22,20,20,8,0.0,1
12,8,17,-37,17,17,0.0,1
90,45,-10,110,50,20,0.0,1
-20,40,45,5,15,35,0.0,0
96,62,42,97,28,30,0.0,1
-43,-13,7,-33,7,-3,0.0,0
40,65,25,54,-30,66,0.0,1
-43,14,-3,-31,42,51,0.0,1
-42,-7,0,5,10,0,0.0,0
49,65,21,94,0,11,0.0,1
-40,-45,-20,22,-10,-30,0.0,0
30,-30,5,25,-15,-15,0.0,1
-10,-25,-40,-10,0,20,0.0,0
-65,30,20,-30,-20,30,0.0,0
102,0,44,10,24,15,0.0,1
95,30,-35,60,-5,-13,0.0,1
14,45,30,25,25,30,0.0,1
-20,10,30,-20,-50,-20,-1.5,0
50,90,20,95,20,0,0.0,1
16,-10,-8,45,-8,15,0.0,1
100,25,-15,55,-10,15,0.0,1
7,23,-10,-40,25,20,0.0,1
90,40,50,94,50,51,0.0,1
-80,-31,-5,-50,0,-26,-1.0,0
35,75,5,20,-10,33,0.0,1
5,10,-5,-10,0,5,0.0,1
-37,34,28,-41,-9,20,0.0,0
-20,50,15,25,15,40,0.0,0
-50,15,9,10,9,-8,0.0,0
12,50,5,-5,-15,18,0.0,1
10,25,-5,75,5,50,0.0,1
-55,-15,25,30,40,45,1.0,0
-68,-26,-46,-10,-30,-30,0.0,0
33,15,16,33,-17,26,0.0,1
-10,-5,15,-15,-20,-30,-1.0,0
30,50,-30,-30,-15,25,1.0,1
8,5,15,-29,13,-10,0.0,1
13,29,65,70,90,60,0.0,1
-75,-20,-38,-30,-28,-20,0.0,0
-15,40,-20,-35,-105,-65,0.0,0
-93,-88,10,13,-22,-65,0.0,0
35,-3,-32,0,-25,-51,0.0,1
-58,-33,1,-54,-15,-25,0.0,0
20,-5,-30,35,20,20,0.0,1
-77,-45,40,-60,-23,-20,0.0,0
-65,-21,-40,-51,-70,-38,0.0,0
32,60,25,10,15,38,0.0,1
10,-10,-65,-5,-45,-75,0.0,1
33,-17,-35,-17,-5,15,0.0,1
49,23,-38,1,-24,13,0.0,1
-6,21,-17,9,-9,10,-1.5,0
-75,-47,-12,-87,-70,-30,-1.0,0
1,48,22,-16,-1,16,-1.0,1
14,5,5,35,10,0,0.0,1
-31,-18,-28,-63,-18,-35,0.0,0
40,75,19,75,19,36,0.0,1
65,27,15,53,35,15,0.0,1
-40,-45,-70,-30,-30,-5,0.0,0
-25,-42,-50,-18,-20,5,0.0,0
50,30,-40,95,25,25,0.0,1
-20,15,58,-43,-15,12,0.0,0
9,-24,-55,-19,-30,0,0.0,1
38,52,26,32,22,15,0.0,1
-17,20,48,-15,-53,-14,0.0,0
25,40,-53,-12,-55,-10,-1.5,1
-30,-55,-15,-55,-25,-40,0.0,0
-47,45,20,25,0,7,0.0,0
-20,48,58,48,58,-12,0.0,0
-47,-12,17,-34,21,-26,0.0,0
32,24,43,-12,-21,-2,0.0,1
35,10,-180,10,-180,50,0.0,1
-20,-20,-10,0,5,-10,0.0,0
-4,25,4,10,4,-25,1.0,0
-55,6,-3,-35,-10,-23,-1.0,0
-46,0,22,-42,-25,-15,0.0,0
14,-27,-12,-24,-18,23,0.0,1
0,-73,-22,20,-30,-30,0.0,0
5,-70,-20,-20,-20,25,0.0,1
-60,-35,-25,-5,-25,0,0.0,0
73,-8,40,94,55,21,0.0,1
-2,-41,20,-33,-75,-105,0.0,0
77,60,-30,75,28,25,0.0,1
-18,8,25,26,37,22,0.0,0
5,68,5,-13,-15,8,0.0,1
30,35,-55,-5,30,-20,0.0,1
80,20,35,95,10,-80,0.0,1
35,20,10,125,5,0,0.0,1
13,15,20,-25,-5,-10,0.0,1
-67,-48,-38,-114,-72,-13,0.0,0
22,-101,-2,15,15,-39,0.0,0
21,80,49,-13,70,20,0.0,1
-11,-17,-7,-35,-40,75,0.0,0
-32,-41,-38,7,24,21,-1.0,0
-10,-65,-15,15,-35,12,0.0,0
45,15,20,62,60,5,1.5,1
42,-18,-9,29,27,15,0.0,1
-18,-49,-20,63,-15,-6,0.0,0
60,50,-20,40,30,70,0.0,1
-25,-15,15,-25,30,0,0.0,0
35,15,-5,35,45,10,0.0,1
65,35,-30,125,85,18,0.0,1
-20,60,5,-40,-25,-5,0.0,0
15,-25,25,70,25,25,0.0,1
0,10,-30,-60,-35,-15,-1.0,0
16,-35,-20,-25,-10,-26,0.0,1
36,-24,-52,-14,-52,-5,0.0,0
-20,10,55,-40,-15,-5,0.0,0
26,0,-57,-20,-57,-75,0.0,1
-5,-60,20,15,50,15,0.0,0
-10,-45,20,55,0,-10,0.0,0
-30,14,20,4,-10,-20,0.0,0
8,-55,-8,40,-65,15,0.0,1
-12,22,10,60,50,50,0.0,0
45,10,15,-10,-10,10,0.0,0
15,45,65,45,25,50,0.0,1
-35,-65,45,-5,-20,10,0.0,0
-33,-11,43,11,-3,8,0.0,0
-2,57,-10,22,-5,-20,0.0,0
-19,-65,-5,25,-5,-11,0.0,0
-35,-55,-20,20,-10,-15,0.0,0
-25,60,139,-20,-7,13,0.0,0
-67,-45,-10,-15,-20,-13,0.0,0
18,55,65,4,36,22,0.0,1
-18,-55,14,30,14,-45,0.0,0
20,7,7,38,28,20,0.0,1
-19,-31,28,-9,22,-46,0.0,0
51,57,64,25,17,-125,0.0,1
-28,-28,-48,-85,-49,-12,0.0,0
-70,25,-15,-100,-45,-59,0.0,0
-14,-85,-112,17,60,180,0.0,0
-51,-53,-7,-45,0,-19,0.0,0
25,80,85,45,45,30,0.0,1
-36,-60,-5,-30,-5,10,0.0,0
-2,-61,-18,37,-24,-5,0.0,0
0,-29,-10,15,5,-3,0.0,0
30,15,35,55,50,10,0.0,1
-5,5,-40,-40,-30,-35,0.0,0
15,50,40,5,35,35,-1.0,1
-32,60,-20,-60,-45,-3,0.0,0
-15,19,77,-1,74,-13,0.0,0
-47,-75,37,-5,-80,-19,0.0,0
-30,85,30,60,30,30,1.5,1
75,110,15,120,60,0,0.0,1
45,-14,-30,-55,-15,-21,0.0,1
-9,-13,-22,7,-18,5,1.0,0
-57,-42,-20,-75,-26,-46,-1.0,0
-7,-17,-13,44,24,26,0.0,0
-10,68,62,-30,20,-10,0.0,0
45,-20,20,-10,30,15,0.0,1
15,5,-8,-30,-35,-20,0.0,1
55,-35,5,30,15,-30,0.0,0
0,10,-38,-10,-60,-17,0.0,0
10,15,-40,25,-20,15,0.0,1
-1,0,63,35,33,19,0.0,0
-34,-31,10,-39,25,-35,0.0,0
-40,-20,-15,-45,-15,-15,0.0,0
45,0,80,15,90,65,0.0,1
100,-5,0,10,0,25,0.0,1
-26,-29,20,-9,25,-10,0.0,0
78,-3,10,57,20,10,0.0,1
-30,-30,-15,10,15,20,0.0,0
10,-12,60,-13,60,-30,0.0,1
-55,-37,-55,-55,-55,-35,0.0,0
-11,-12,118,2,88,10,0.0,0
65,-25,-40,20,5,-35,0.0,1
-49,-12,0,-25,35,-25,0.0,0
50,25,95,-10,-20,0,0.0,1
-45,40,40,-30,-25,10,0.0,0
2,-5,24,70,24,11,0.0,1
-55,17,37,-81,-14,2,0.0,0
120,-10,25,135,55,15,0.0,1
-10,15,30,70,25,-30,0.0,0
-25,-9,-57,-69,-39,-12,0.0,0
40,-15,61,-34,35,38,0.0,1
-45,-25,0,-105,-65,-95,0.0,0
15,-50,-5,-40,5,-15,0.0,1
22,20,25,35,20,40,0.0,1
10,-8,27,34,99,15,0.0,1
50,64,86,95,45,45,0.0,1
-5,60,35,0,-25,5,0.0,0
0,-95,-45,45,-5,-48,0.0,0
85,-60,-20,100,15,-15,0.0,1
7,-12,-4,-32,6,-13,0.0,1
-22,5,-10,-15,-10,-8,0.0,0
5,-70,-80,-50,-10,-10,0.0,1
15,65,40,-25,15,45,0.0,0
85,58,-52,18,-22,45,0.0,1
-20,-45,5,-20,30,-40,0.0,0
-1,56,160,-5,10,0,0.0,0
107,61,-46,115,4,39,0.0,1
-40,-84,-72,-19,-14,-36,1.0,0
-10,-50,-10,-80,-15,-25,0.0,0
10,20,40,0,0,-5,0.0,1
37,50,10,71,27,60,0.0,1
57,13,17,28,-19,9,0.0,1
45,105,0,59,-25,16,0.0,1
75,-15,-50,5,25,-35,0.0,1
-83,-40,-45,-5,-45,-30,0.0,0
-45,75,60,-35,10,30,1.0,1
9,32,27,-66,-3,1,-1.0,1
-35,-8,42,-6,24,0,0.0,0
-45,13,68,30,60,-11,0.0,0
5,30,-10,40,0,-35,0.0,1
-45,-35,15,-60,-10,-70,0.0,0
-5,-35,-30,-65,-90,-55,0.0,0
17,-10,-30,-60,-30,-17,0.0,1
29,63,50,23,25,30,0.0,1
16,26,9,18,2,25,0.0,1
40,8,21,7,41,20,0.0,1
9,25,11,120,60,5,0.0,1
41,20,-110,40,35,29,0.0,1
-45,-67,-25,-60,-25,10,0.0,0
-44,-25,-3,-40,-3,-20,0.0,0
-15,77,27,54,17,26,0.0,0
7,10,-19,-10,-35,15,-1.0,1
-58,-63,-25,-22,-22,-30,0.0,0
5,20,7,-25,-25,-5,0.0,1
70,5,75,30,75,40,0.0,1
10,65,-5,-35,15,-32,0.0,1
0,25,10,18,-30,5,0.0,0
-20,-86,-10,-31,-10,-3,0.0,0
-50,-61,-65,-11,0,-20,0.0,0
25,-25,50,5,0,-115,0.0,1
48,45,25,25,-10,15,0.0,1
63,70,45,54,58,35,0.0,1
-70,55,25,5,50,-10,0.0,1
-10,56,97,8,3,6,0.0,0
-10,-35,10,15,5,-5,0.0,0
18,69,-67,-6,-79,35,0.0,1
-20,-45,-60,5,-20,-5,0.0,0
-90,-150,-50,-89,-15,-51,0.0,1
11,-92,-63,-39,-33,-33,0.0,1
-30,-16,-32,-30,-65,-22,0.0,0
-7,-20,0,-45,-25,-15,0.0,0
45,15,-55,-5,-5,-15,0.0,0
1,39,25,0,15,22,0.0,1
36,65,30,55,-20,24,0.0,1
55,-63,-10,8,-35,-95,0.0,0
78,62,22,-4,1,36,0.0,1
10,15,65,5,-5,-25,0.0,1
-2,10,19,40,44,25,0.0,0
0,-5,20,-12,27,-78,0.0,0
8,77,37,17,37,7,0.0,1
8,-42,-25,-31,5,5,1.5,1
-66,16,68,3,10,4,0.0,0
-66,-45,-67,-85,-67,0,0.0,0
-60,9,-25,-5,-45,-34,0.0,0
-15,40,1,10,-14,22,0.0,0
48,47,35,-3,-10,45,0.0,1
70,35,95,25,45,3,0.0,1
-58,-7,5,-95,-45,-40,0.0,0
30,30,40,45,50,40,0.0,1
-20,-5,-5,-25,-5,2,0.0,0
-60,-105,-65,-100,-5,30,0.0,0
16,23,-52,8,-52,-25,1.5,1
20,10,-15,-19,-19,-15,0.0,1
85,25,15,15,5,-35,0.0,1
-44,40,15,15,21,7,0.0,0
1,-7,57,-22,20,-15,0.0,1
90,43,10,-22,10,-10,-1.0,1
60,35,-100,95,55,25,0.0,1
-35,50,45,25,30,-5,0.0,0
-65,-65,-55,-38,-47,-55,0.0,0
1,0,30,85,10,48,0.0,1
24,-17,-17,15,-7,-20,-1.0,0
-9,-55,-55,-58,-78,-14,0.0,0
-15,-10,-65,-30,-10,-5,0.0,0
20,-45,-90,-20,15,-15,1.5,0
-30,-23,17,-1,16,-13,0.0,0
-27,95,45,20,5,22,0.0,1
-29,12,-26,-43,-31,-14,0.0,0
5,85,50,65,-10,95,0.0,1
-20,-2,-10,70,-10,35,0.0,0
-105,0,-8,-35,-8,30,0.0,0
-64,-44,-78,-8,-14,-13,0.0,0
-43,42,53,-57,-33,48,-1.0,0
85,10,-22,20,-22,10,0.0,1
15,-20,-15,5,-15,-5,0.0,1
-2,-1,-9,14,11,32,0.0,0
-25,51,52,13,-6,17,0.0,0
-48,5,-5,20,-5,35,0.0,0
10,20,30,40,-30,10,0.0,1
13,-27,-115,-80,-16,-51,0.0,1
-7,24,55,23,55,10,0.0,0
-30,-40,-6,25,19,-15,0.0,0
-2,56,45,10,40,36,0.0,0
-20,55,45,0,15,60,0.0,0
-20,-47,-12,15,8,-17,0.0,0
-42,19,35,-44,-61,-45,0.0,0
82,44,22,-21,22,-24,0.0,1
-100,15,-30,-130,-55,0,0.0,0
-20,-7,82,-5,70,0,-1.0,0
-65,75,10,-135,0,25,0.0,1
-6,-9,-16,16,-1,-9,0.0,0
9,-10,-85,5,-75,-29,0.0,1
-40,85,10,30,0,35,0.0,0
4,12,17,-43,17,-5,0.0,1
-20,-45,27,30,27,-25,0.0,0
10,0,10,-25,15,10,1.5,1
40,75,65,30,20,40,0.0,1
18,-12,-18,-35,1,7,-1.0,1
-38,58,99,23,21,-16,0.0,1
-13,44,60,-6,-5,5,-1.5,0
35,50,45,-30,-30,-39,-1.5,1
-43,10,-15,-45,-40,-2,0.0,0
-30,-8,5,68,35,5,0.0,0
35,55,31,90,40,-87,-1.5,1
-8,-11,-2,7,-6,26,0.0,0
10,33,15,0,5,45,0.0,1
6,17,22,28,13,-16,1.5,1
60,-10,-10,-100,-15,15,0.0,1
70,56,20,56,75,23,1.0,1
5,37,28,57,48,10,0.0,1
40,-28,-55,43,-26,-2,0.0,1
-75,56,21,78,9,25,0.0,1
-70,-115,-60,-25,-30,-5,0.0,0
22,45,5,66,14,28,0.0,1
-72,52,45,67,15,15,0.0,0
12,36,20,20,-5,17,0.0,0
-29,0,-34,-55,-39,-5,0.0,0
-26,-17,-37,0,-20,35,0.0,0
15,51,-8,41,2,24,1.5,1
